timestamp,query,confidence,memory_id,sim_query,sim_answer,sim_docs,source,latency,memory_size,retrieval_count,memory_count
2026-04-16 14:07:00.153595,What principle does a queue follow?,0.8493884801864624,15,0.8493884801864624,0.7081410884857178,0.3452649638056755,memory,8.919756650924683,17,0,4
2026-04-16 14:07:12.008512,What is a hash table?,0.37779906392097473,13,0.37779906392097473,0.34195637702941895,0.41735193133354187,retrieval,11.853606224060059,18,1,4
2026-04-16 14:07:22.448904,What are graph traversal algorithms?,0.9353413581848145,1,0.9353413581848145,0.8043713569641113,0.4676608592271805,memory,10.439581871032715,18,1,5
2026-04-16 14:07:28.259514,What is dynamic programming?,0.9752722978591919,0,0.9752722978591919,0.627722442150116,0.2940208613872528,memory,5.809754133224487,18,1,6
2026-04-16 14:07:33.751381,What is bubble sort?,0.2976134717464447,16,0.2976134717464447,0.2916356027126312,0.23684722930192947,retrieval,5.4907755851745605,19,2,6
2026-04-16 14:07:43.765936,Explain linked lists,0.9159955978393555,4,0.9159955978393555,0.8196343779563904,0.6567053645849228,memory,10.013773202896118,19,2,7
2026-04-16 14:07:49.975313,What are doubly linked lists?,0.8584457635879517,4,0.8584457635879517,0.7175542116165161,0.6076128408312798,memory,6.208579063415527,19,2,8
2026-04-16 14:08:19.142796,How do stacks work?,0.8783321380615234,14,0.8783321380615234,0.6595007181167603,0.3839523568749428,memory,29.166719675064087,19,2,9
2026-04-16 14:08:34.964493,How do queues differ from stacks?,0.9452292919158936,16,0.9452292919158936,0.8325240015983582,0.3412255011498928,memory,15.820365190505981,19,2,10
2026-04-16 14:08:41.937958,What are search trees?,1.0,12,1.0,0.789726734161377,0.42276731133461,memory,6.972315788269043,19,2,11
2026-04-16 14:09:04.084249,What is recursion?,0.3817872703075409,1,0.3817872703075409,0.2369377464056015,0.20794571936130524,retrieval,22.14550232887268,20,3,11
2026-04-16 14:09:12.173917,What is memoization?,0.37150171399116516,19,0.37150171399116516,0.15929342806339264,0.1744824107736349,retrieval,8.088457107543945,21,4,11
2026-04-16 14:09:27.346390,What is NLP?,1.0,10,1.0,0.6701809763908386,0.17731933295726776,memory,15.171550750732422,21,4,12
2026-04-16 14:09:32.500514,What is machine learning?,0.3932298421859741,20,0.3932298421859741,0.12446360290050507,0.39454206451773643,retrieval,5.153146505355835,22,5,12
2026-04-16 14:09:36.872378,What are neural networks?,0.5505455136299133,21,0.5505455136299133,0.484148234128952,0.43190455064177513,memory,4.371088743209839,22,5,13
2026-04-16 14:09:52.952346,What is deep learning?,0.6825864911079407,21,0.6825864911079407,0.5336921215057373,0.33467141911387444,memory,16.07921004295349,22,5,14
2026-04-16 14:10:19.061688,What are transformers?,0.21025274693965912,21,0.21025274693965912,0.12521475553512573,0.09689583908766508,retrieval,26.108463764190674,23,6,14
2026-04-16 14:36:33.607661,Which Lloyd Webber musical premiered in the US on 10th December 1993?,0.14007285237312317,8,0.14007285237312317,0.05561134219169617,0.002669735811650753,retrieval,50.732378005981445,24,1,0
2026-04-16 14:36:58.363644,Who was the next British Prime Minister after Arthur Balfour?,0.12083841860294342,22,0.12083841860294342,0.03966538980603218,0.016288417391479015,retrieval,24.75487780570984,25,2,0
2026-04-16 14:37:27.917877,Who had a 70s No 1 hit with Kiss You All Over?,0.14430996775627136,7,0.14430996775627136,-0.005589962936937809,0.03185160655993968,retrieval,29.55341076850891,26,3,0
2026-04-16 14:37:53.821868,What claimed the life of singer Kathleen Ferrier?,0.2404135763645172,25,0.2404135763645172,0.14877904951572418,0.16642928309738636,retrieval,25.903003454208374,27,4,0
2026-04-16 14:38:20.757175,Which actress was voted Miss Greenwich Village in 1942?,0.29370301961898804,26,0.29370301961898804,0.34228211641311646,0.2821018733084202,retrieval,26.933918952941895,28,5,0
2026-04-16 14:38:44.528157,What was the name of Michael Jackson's autobiography written in 1988?,0.3335971534252167,26,0.3335971534252167,0.2699683606624603,0.15363864041864872,retrieval,23.769659757614136,29,6,0
2026-04-16 14:39:11.766130,Which volcano in Tanzania is the highest mountain in Africa?,0.1207004189491272,12,0.1207004189491272,0.0524572879076004,0.03615617589093745,retrieval,27.236903429031372,30,7,0
2026-04-16 14:39:41.195509,The flag of Libya is a plain rectangle of which color?,0.207049161195755,17,0.207049161195755,0.11082326620817184,0.026574944611638784,retrieval,29.427400827407837,31,8,0
2026-04-16 14:40:06.341094,Of which African country is Niamey the capital?,0.4350752830505371,29,0.4350752830505371,0.31808897852897644,0.2136796647682786,retrieval,25.144567489624023,32,9,0
2026-04-16 14:40:45.193324,Which musical featured the song The Street Where You Live?,0.3285290002822876,25,0.3285290002822876,0.24185046553611755,0.306546650826931,retrieval,38.85105109214783,33,10,0
2026-04-17 19:30:53.063266,Which Lloyd Webber musical premiered in the US on 10th December 1993?,1.0000001192092896,23,1.0000001192092896,0.7945194244384766,0.38579000532627106,memory,69.1939423084259,33,0,1
